,link,primary name,secondary name,symptoms
754,https://www.mayoclinic.org/diseases-conditions/pancreatic-neuroendocrine-tumors/symptoms-causes/syc-20352489,Pancreatic neuroendocrine tumors,Islet cell cancerSee Pancreatic neuroendocrine tumors,"['Heartburn.', 'Weakness.', 'Fatigue.', 'Muscle cramps.', 'Indigestion.', 'Diarrhea.', 'Weight loss.', 'Skin rash.', 'Constipation.', 'Pain in the abdomen or back.', 'Yellowing of the skin and the whites of the eyes.', 'Dizziness.', 'Blurred vision.', 'Headaches.', 'Increased thirst and hunger.']"
755,https://www.mayoclinic.org/diseases-conditions/itchy-skin/symptoms-causes/syc-20355006,Itchy skin (pruritus),Itchy skin,"['Inflamed skin', 'Scratch marks', 'Bumps, spots or blisters', 'Dry, cracked skin', 'Leathery or scaly patches']"
756,https://www.mayoclinic.org/diseases-conditions/jaw-tumors-cysts/symptoms-causes/syc-20350973,Jaw tumors and cysts,Jaw tumors and cysts,"['Ameloblastoma.This rare, usually noncancerous (benign) tumor begins in the cells that form the protective enamel lining on the teeth. It develops most often in the jaw near the molars. The most common type is aggressive, forming large tumors and growing into the jawbone. Although this tumor can recur after treatment, aggressive surgical treatment will typically reduce the chance of recurrence.', 'Central giant cell granuloma.Central giant cell granulomas are benign lesions that grow from bone cells. They most often occur in the front portion of the lower jaw. One type of these tumors can grow rapidly, cause pain and destroy bone, and has a tendency to recur after surgical treatment. The other type is less aggressive and may not have symptoms. Rarely, a tumor may shrink or resolve on its own, but typically these tumors require surgical treatment.', 'Dentigerous cyst.This cyst originates from tissue that surrounds a tooth before it erupts into the mouth. This is the most common form of cyst that affects the jaws. Most often these cysts will occur around wisdom teeth that are not fully erupted, but they can also involve other teeth.', 'Odontogenic keratocyst.This cyst is also referred to as a keratocystic odontogenic tumor because of its tumorlike tendency to recur after surgical treatment. Although this cyst is typically slow growing, it can still be destructive to the jaw and teeth if left untreated over a long period of time. Most often the cyst develops in the lower jaw near the third molars. These cysts may also be found in people with an inherited condition called nevoid basal cell carcinoma syndrome.', 'Odontogenic myxoma.This is a rare, slow-growing, benign tumor that occurs most often in the lower jaw. The tumor can be large and aggressively invade the jaw and surrounding tissue and displace teeth. Odontogenic myxomas are known to recur after surgical treatment; however, the chances of tumor recurrence are typically lessened by more-aggressive forms of surgical treatment.', 'Odontoma.This benign tumor is the most common odontogenic tumor. Odontomas often have no symptoms, but they may interfere with tooth development or eruption. Odontomas are made up of dental tissue that grows around a tooth in the jaw. They can resemble an oddly shaped tooth or can be a small or large calcified tumor. These tumors may be part of some genetic syndromes.', 'Other types of cysts and tumors.These include adenomatoid odontogenic tumor, calcifying epithelial odontogenic tumor, glandular odontogenic cyst, squamous odontogenic tumor, calcifying odontogenic cyst, cementoblastoma, aneurysmal bone cyst, ossifying fibroma, osteoblastoma. central odontogenic fibroma and others.']"
757,https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284,Jellyfish stings,Jellyfish stings,"['Burning, prickling, stinging pain', 'Welts or tracks on the skin — a ""print"" of the tentacles\' contact with the skin', 'Itchiness (pruritus)', 'Swelling', 'Throbbing pain that radiates up a leg or an arm']"
758,https://www.mayoclinic.org/diseases-conditions/jet-lag/symptoms-causes/syc-20374027,Jet lag disorder,Jet lag disorder,"['Sleep problems such as not being able to fall asleep or waking up early.', 'Daytime fatigue.', 'Not being able to focus or function at your usual level.', 'Stomach problems such as constipation or diarrhea.', 'A general feeling of not being well.', 'Mood changes.']"
759,https://www.mayoclinic.org/diseases-conditions/jock-itch/symptoms-causes/syc-20353807,Jock itch,Jock itch,"['A spreading rash that begins in the crease of the groin and moves down the upper thigh and buttocks.', 'A rash whose center tends to clear as the rash spreads.', 'A rash that may be full or partially ring shaped.', 'A rash bordered with small blisters.', 'Itchiness.', 'Scaly skin.', 'A rash that might be red, brown, purple or gray depending on your skin color.']"
760,https://www.mayoclinic.org/diseases-conditions/patellar-tendinitis/symptoms-causes/syc-20376113,Patellar tendinitis,Jumper's kneeSee Patellar tendinitis,"['Continues or worsens', 'Interferes with your ability to perform routine daily activities', 'Is associated with swelling or redness about the joint']"
761,https://www.mayoclinic.org/diseases-conditions/kaposis-sarcoma/cdc-20387726,Kaposi sarcoma,Kaposi sarcoma,None
762,https://www.mayoclinic.org/diseases-conditions/kawasaki-disease/symptoms-causes/syc-20354598,Kawasaki disease,Kawasaki disease,"['A rash on the main part of the body or in the genital area.', 'An enlarged lymph node in the neck.', 'Very red eyes without a thick discharge.', 'Red, dry, cracked lips and a red, swollen tongue.', 'Swollen, red skin on the palms of the hands and the soles of the feet. Later the skin on fingers and toes peels.']"
763,https://www.mayoclinic.org/diseases-conditions/keloid-scar/symptoms-causes/syc-20520901,Keloid scar,Keloid scar,"['Thick, irregular scarring, typically on the earlobes, shoulders, cheeks or middle chest', 'Shiny, hairless, lumpy, raised skin', 'Varied size, depending on the size of the original injury and when the keloid stops growing', 'Varied texture, from soft to firm and rubbery', 'Reddish, brown or purplish, depending on your skin color', 'Itchiness', 'Discomfort']"
764,https://www.mayoclinic.org/diseases-conditions/keratitis/symptoms-causes/syc-20374110,Keratitis,Keratitis,"['Eye redness', 'Eye pain', 'Excess tears or other discharge from your eye', 'Difficulty opening your eyelid because of pain or irritation', 'Blurred vision', 'Decreased vision', 'Sensitivity to light, called photophobia', 'A feeling that something is in your eye']"
765,https://www.mayoclinic.org/diseases-conditions/keratoconus/symptoms-causes/syc-20351352,Keratoconus,Keratoconus,"['Blurred or distorted vision.', 'Increased sensitivity to bright light and glare, which can cause problems with night driving.', 'A need for frequent changes in eyeglass prescriptions.', 'Sudden worsening or clouding of vision.']"
766,https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149,Keratosis pilaris,Keratosis pilaris,"['Painless tiny bumps on the upper arms, thighs, cheeks or buttocks', 'Dry, rough skin in the areas with bumps', 'Worsening when seasonal changes cause low humidity and dry skin', 'Sandpaper-like bumps resembling goose flesh']"
767,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878,Seborrheic keratosis,"Keratosis, seborrheicSee Seborrheic keratosis","['A round or oval-shaped waxy or rough bump, typically on the face, chest, a shoulder or the back', 'A flat growth or a slightly raised bump with a scaly surface, with a characteristic ""pasted on"" look', 'Varied size, from very small to more than 1 inch (2.5 centimeters) across', 'Varied number, ranging from a single growth to multiple growths', 'Very small growths clustered around the eyes or elsewhere on the face, sometimes called flesh moles or dermatosis papulosa nigra, common on Black or brown skin', 'Varied in color, ranging from light tan to brown or black', 'Itchiness']"
768,https://www.mayoclinic.org/diseases-conditions/kidney-infection/symptoms-causes/syc-20353387,Kidney infection,Kidney infection,"['Fever', 'Chills', 'A burning feeling or pain when urinating', 'Having to urinate often', 'A strong, lasting urge to urinate', 'Back, side or groin pain', 'Nausea and vomiting', 'Pus or blood in the urine', 'Urine that smells bad or is cloudy', 'Belly pain']"
769,https://www.mayoclinic.org/diseases-conditions/kidney-stones/symptoms-causes/syc-20355755,Kidney stones,Kidney stones,"['Severe, sharp pain in the side and back, below the ribs', 'Pain that radiates to the lower abdomen and groin', 'Pain that comes in waves and fluctuates in intensity', 'Pain or burning sensation while urinating']"
770,https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328,Mononucleosis,Kissing diseaseSee Mononucleosis,"['Fatigue', ""Sore throat, perhaps misdiagnosed as strep throat, that doesn't get better after treatment with antibiotics"", 'Fever', 'Swollen lymph nodes in your neck and armpits', 'Swollen tonsils', 'Headache', 'Skin rash', 'Soft, swollen spleen']"
771,https://www.mayoclinic.org/diseases-conditions/klinefelter-syndrome/symptoms-causes/syc-20353949,Klinefelter syndrome,Klinefelter syndrome,"['Weak muscles', 'Slow motor development — taking longer than average to sit up, crawl and walk', 'Delay in speaking', ""Problems at birth, such as testicles that haven't descended into the scrotum""]"
772,https://www.mayoclinic.org/diseases-conditions/klippel-trenaunay/symptoms-causes/syc-20374152,Klippel-Trenaunay syndrome,Klippel-Trenaunay syndrome,"['Port-wine stain.This pink to reddish-purple birthmark is caused by extra tiny blood vessels (capillaries) in the top layer of skin. The birthmark often covers part of one leg but can involve any portion of the skin. It may get darker or lighter with age.', 'Vein malformations.These include swollen, twisted veins (varicose veins), usually on the surface of the legs. Deeper malformed veins in the arms, legs, abdomen and pelvis also can occur. There may be spongy tissue filled with small veins in or under the skin. Malformed veins may become more prominent with age.', 'Overgrowth of bones and soft tissue.This begins in infancy and may be limited to one leg, but it can occur in an arm or, rarely, in the trunk or face. This overgrowth of bone and tissue creates a larger and longer extremity. Rarely, there may be fusion of fingers or toes or extra fingers or toes.', ""Lymphatic system malformations.The lymphatic system — part of the immune system that protects against infection and disease and transports lymphatic fluid — can be malformed. Extra lymphatic vessels can be present that don't work properly and can lead to fluid leakage into the tissues and swelling."", 'Other conditions.KTScan also include cataracts, glaucoma, hip dislocation at birth, purple-red skin coloring when cold and blood-clotting problems.']"
773,https://www.mayoclinic.org/diseases-conditions/knee-pain/symptoms-causes/syc-20350849,Knee pain,Knee pain,"['Swelling and stiffness', 'Redness and warmth to the touch', 'Weakness or instability', 'Popping or crunching noises', 'Inability to fully straighten the knee']"
774,https://www.mayoclinic.org/diseases-conditions/lactose-intolerance/symptoms-causes/syc-20374232,Lactose intolerance,Lactase deficiencySee Lactose intolerance,"['Diarrhea', 'Nausea, and sometimes, vomiting', 'Stomach cramps', 'Bloating', 'Gas']"
775,https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529,Lobular carcinoma in situ (LCIS),LCISSee Lobular carcinoma in situ,['Lobular carcinoma in situ']
776,https://www.mayoclinic.org/diseases-conditions/lead-poisoning/symptoms-causes/syc-20354717,Lead poisoning,Lead poisoning,"['Developmental delay', 'Learning difficulties', 'Irritability', 'Loss of appetite', 'Weight loss', 'Sluggishness and fatigue', 'Abdominal pain', 'Vomiting', 'Constipation', 'Hearing loss', 'Seizures', ""Eating things, such as paint chips, that aren't food (pica)""]"
777,https://www.mayoclinic.org/diseases-conditions/left-ventricular-hypertrophy/symptoms-causes/syc-20374314,Left ventricular hypertrophy,Left ventricular hypertrophy,"['Shortness of breath, especially while lying down', 'Swelling of the legs', 'Chest pain, often when exercising', 'Sensation of rapid, fluttering or pounding heartbeats, called palpitations', 'Fainting or a feeling of lightheadedness']"
778,https://www.mayoclinic.org/diseases-conditions/legg-calve-perthes-disease/symptoms-causes/syc-20374343,Legg-Calve-Perthes disease,Legg-Calve-Perthes disease,"['Limping', 'Pain or stiffness in the hip, groin, thigh or knee', 'Limited range of motion of the hip joint', 'Pain that worsens with activity and improves with rest']"
779,https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747,Legionnaires' disease,LegionellosisSee Legionnaires' disease,"['Headache', 'Muscle aches', 'Fever that may be 104 F (40 C) or higher']"
